"","namn","stad","citizen","religious","experience","sweden","poland","iraq","somalia","woman","skilledjob","invited","city1","city2","city3","city4","city5","city6","city7","immigrant","time"
"890","Malin Svensson","Vasteras",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.137706349227085
"891","Antoni Kowalski","Vasteras",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0924169114869821
"892","Erik Svensson","Vasteras",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.176152537489229
"893","Erik Svensson","Vasteras",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.172888571799997
"894","Julia Kowalski","Vasteras",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0.169829165523111
"895","Awa Zakaria","Vasteras",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.166955672712605
"896","Ahmed Amari","Vasteras",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.246139985649129
"897","Khalid Zakaria","Vasteras",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.122394366488868
"898","Ahmed Amari","Vasteras",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.122905104778772
"899","Antoni Kowalski","Vasteras",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.207282096861752
"900","Ahmed Amari","Vasteras",0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0.207280001250808
"901","Julia Kowalski","Vasteras",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.111775544467903
"902","Sarah Amari","Vasteras",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.112003759570589
"903","Antoni Kowalski","Vasteras",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.153313707749797
"904","Awa Zakaria","Vasteras",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.128816598579954
"905","Julia Kowalski","Vasteras",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.116468359431098
"906","Julia Kowalski","Vasteras",0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0.121485876431232
"907","Khalid Zakaria","Vasteras",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.125566428873493
"908","Antoni Kowalski","Vasteras",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0595062842959915
"909","Erik Svensson","Vasteras",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0590350934681354
"910","Antoni Kowalski","Vasteras",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0586128813069764
"911","Sarah Amari","Vasteras",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0741949280520243
"912","Awa Zakaria","Vasteras",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.0741949280517985
"913","Sarah Amari","Vasteras",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.00884973283457733
"914","Sarah Amari","Uppsala",1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.167046160204484
"915","Ahmed Amari","Uppsala",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.167046160187286
"916","Awa Zakaria","Uppsala",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.167046160171209
"917","Ahmed Amari","Uppsala",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.167046160156352
"918","Khalid Zakaria","Uppsala",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.167046160142825
"919","Malin Svensson","Uppsala",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.167046160130754
"920","Khalid Zakaria","Uppsala",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.134741679126927
"921","Sarah Amari","Uppsala",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.137058977738263
"922","Antoni Kowalski","Uppsala",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.139457377319573
"923","Julia Kowalski","Uppsala",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.141941211266757
"924","Julia Kowalski","Uppsala",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.144515127296968
"925","Awa Zakaria","Uppsala",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.128673484229376
"926","Khalid Zakaria","Uppsala",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0892292992086514
"927","Malin Svensson","Uppsala",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.131094615615189
"928","Antoni Kowalski","Uppsala",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0893704787743167
"929","Erik Svensson","Uppsala",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0895100641938208
"930","Erik Svensson","Uppsala",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.160874742761468
"931","Julia Kowalski","Uppsala",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.165083907491835
"932","Awa Zakaria","Uppsala",1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.150552602041693
"933","Ahmed Amari","Uppsala",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0805749004534079
"934","Khalid Zakaria","Uppsala",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.154688107566419
"935","Ahmed Amari","Uppsala",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0810498730380918
"936","Antoni Kowalski","Uppsala",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0815382681371659
"937","Ahmed Amari","Uppsala",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0824215489064073
"938","Julia Kowalski","Uppsala",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0679126650750843
"939","Sarah Amari","Uppsala",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.148883438782348
"940","Antoni Kowalski","Uppsala",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.067202402454597
"941","Awa Zakaria","Uppsala",0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0665338540434632
"942","Julia Kowalski","Uppsala",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.140140146897649
"943","Julia Kowalski","Uppsala",0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.113067706118602
"944","Khalid Zakaria","Uppsala",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0924316328908739
"945","Antoni Kowalski","Uppsala",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0924464320208385
"946","Erik Svensson","Uppsala",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0924613094940723
"947","Antoni Kowalski","Uppsala",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.159130688265856
"948","Sarah Amari","Uppsala",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.158680303972715
"949","Awa Zakaria","Uppsala",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.158251092855062
"950","Sarah Amari","Uppsala",1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.157841596133032
"951","Khalid Zakaria","Uppsala",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.164251646745644
"952","Malin Svensson","Uppsala",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.245619430164416
"953","Ahmed Amari","Uppsala",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0923733624312358
"954","Sarah Amari","Uppsala",1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0.161802966333404
"955","Julia Kowalski","Uppsala",1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0.159510020947517
"956","Erik Svensson","Uppsala",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.207277887496914
"957","Awa Zakaria","Uppsala",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.112010189669164
"958","Ahmed Amari","Uppsala",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.112016603217061
"959","Julia Kowalski","Uppsala",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.112023000278098
"960","Awa Zakaria","Uppsala",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.108263840809456
"961","Malin Svensson","Uppsala",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.128950055774898
"962","Sarah Amari","Uppsala",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.157358411455764
"963","Sarah Amari","Uppsala",1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.100535999233423
"964","Antoni Kowalski","Uppsala",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.110766247259317
"965","Awa Zakaria","Uppsala",1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.188938875927536
"966","Khalid Zakaria","Uppsala",1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.189259382060035
"967","Ahmed Amari","Uppsala",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.111098286617537
"968","Khalid Zakaria","Uppsala",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.11145978053831
"969","Antoni Kowalski","Uppsala",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0582323883638465
"970","Zainab Hadad","Uppsala",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0578877222756923
"971","Ali Hadad","Uppsala",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0893829755629147
"972","Fatima Mohammed","Uppsala",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0575740504257501
"973","Ali Hadad","Uppsala",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0572873719494844
"974","Abdi Mohammed","Uppsala",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.207232458375911
"975","Emma Lindberg","Uppsala",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.053705276461841
"976","Abdi Mohammed","Uppsala",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0535556015608914
"977","Zainab Hadad","Uppsala",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0534168056382936
"978","Mateusz Nowak","Uppsala",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.122824161289074
"979","Maria Nowak","Uppsala",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0979871062394211
"980","Maria Nowak","Uppsala",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0990741390509249
"981","Fatima Mohammed","Uppsala",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.100442052008687
"982","Abdi Mohammed","Uppsala",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0741949280515728
"983","Emma Lindberg","Uppsala",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0741949280531248
"984","Mateusz Nowak","Uppsala",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0741949280546769
"985","Filip Lindberg","Uppsala",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0741949280544511
"986","Sarah Amari","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.149207996252821
"987","Ahmed Amari","Goteborg",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.148005053580476
"988","Awa Zakaria","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.146862069419289
"989","Ahmed Amari","Goteborg",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.145774669984948
"990","Khalid Zakaria","Goteborg",0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.144738896799736
"991","Malin Svensson","Goteborg",1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.143751158541974
"992","Khalid Zakaria","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.178881456432193
"993","Sarah Amari","Goteborg",0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.165275430988736
"994","Antoni Kowalski","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.166353537002686
"995","Julia Kowalski","Goteborg",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.167505684673147
"996","Julia Kowalski","Goteborg",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.168739772729691
"997","Awa Zakaria","Goteborg",0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.170064864837216
"998","Khalid Zakaria","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.171491412579042
"999","Malin Svensson","Goteborg",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.173031531696878
"1000","Antoni Kowalski","Goteborg",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.174699347042635
"1001","Erik Svensson","Goteborg",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.176511427044373
"1002","Erik Svensson","Goteborg",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.178487336011597
"1003","Julia Kowalski","Goteborg",0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.18065034333353
"1004","Awa Zakaria","Goteborg",1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.159694139929913
"1005","Ahmed Amari","Goteborg",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.161100559096586
"1006","Khalid Zakaria","Goteborg",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.162662198400214
"1007","Ahmed Amari","Goteborg",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.164406255078083
"1008","Antoni Kowalski","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.166366674388849
"1009","Ahmed Amari","Goteborg",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.168586380863922
"1010","Julia Kowalski","Goteborg",1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.171120457574782
"1011","Sarah Amari","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.175398469014392
"1012","Antoni Kowalski","Goteborg",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.179895865656028
"1013","Awa Zakaria","Goteborg",0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.18462996738406
"1014","Julia Kowalski","Goteborg",1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.385491140576455
"1015","Julia Kowalski","Goteborg",0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.385491140580454
"1016","Khalid Zakaria","Goteborg",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.385491140584473
"1017","Antoni Kowalski","Goteborg",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.385491140588511
"1018","Erik Svensson","Goteborg",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.385491140592566
"1019","Antoni Kowalski","Goteborg",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.157100038523414
"1020","Sarah Amari","Goteborg",0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0238637372929933
"1021","Awa Zakaria","Goteborg",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0238637372922159
"1022","Sarah Amari","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0238637372901471
"1023","Khalid Zakaria","Goteborg",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0238637372895135
"1024","Malin Svensson","Goteborg",1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0238637372889386
"1025","Ahmed Amari","Goteborg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0238637372875394
"1026","Sarah Amari","Goteborg",1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.263757096243574
"1027","Julia Kowalski","Goteborg",1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.263757096244155
"1028","Erik Svensson","Goteborg",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26375709624476
"1029","Awa Zakaria","Goteborg",0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.263757096243861
"1030","Ahmed Amari","Goteborg",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.263757096245343
"1031","Julia Kowalski","Goteborg",1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0.263757096245905
"1032","Awa Zakaria","Goteborg",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.26375709624649
"1033","Malin Svensson","Goteborg",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.263757096247654
"1034","Sarah Amari","Goteborg",0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.263757096248278
"1035","Sarah Amari","Goteborg",1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.263757096248902
"1036","Antoni Kowalski","Goteborg",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.263757096249525
"1037","Awa Zakaria","Goteborg",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.263757096250149
"1038","Khalid Zakaria","Goteborg",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.263757096250773
"1039","Ahmed Amari","Goteborg",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0994931144250187
"1040","Khalid Zakaria","Goteborg",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0898413173899706
"1041","Sarah Amari","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0904538561382056
"1042","Ahmed Amari","Goteborg",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0911381285428263
"1043","Awa Zakaria","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0919075192960928
"1044","Ahmed Amari","Goteborg",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.092778963844405
"1045","Khalid Zakaria","Goteborg",0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0937742094752511
"1046","Malin Svensson","Goteborg",1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0949216549688216
"1047","Khalid Zakaria","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0962591041219809
"1048","Sarah Amari","Goteborg",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0978380106018836
"1049","Antoni Kowalski","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.100017431220108
"1050","Julia Kowalski","Goteborg",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.102313820190314
"1051","Julia Kowalski","Goteborg",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.104736853612472
"1052","Awa Zakaria","Goteborg",0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.0829301690279289
"1053","Khalid Zakaria","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.10782616816878
"1054","Malin Svensson","Goteborg",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0849289348962099
"1055","Antoni Kowalski","Goteborg",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.105596125645155
"1056","Erik Svensson","Goteborg",1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.123919358970175
"1057","Erik Svensson","Goteborg",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.121130084655635
"1058","Julia Kowalski","Goteborg",0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.118596684305293
"1059","Awa Zakaria","Goteborg",1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.116042624411525
"1060","Ahmed Amari","Goteborg",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.130253327218464
"1061","Khalid Zakaria","Goteborg",1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.143318125680915
"1062","Ahmed Amari","Goteborg",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.14039687711026
"1063","Antoni Kowalski","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.138162174757922
"1064","Ahmed Amari","Goteborg",0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.136121583295504
"1065","Julia Kowalski","Goteborg",1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.134250864117936
"1066","Sarah Amari","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.132529652921486
"1067","Antoni Kowalski","Goteborg",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.130940715361743
"1068","Awa Zakaria","Goteborg",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.129469367967872
"1069","Julia Kowalski","Goteborg",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.128103023035944
"1070","Julia Kowalski","Goteborg",0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.126830827601138
"1071","Khalid Zakaria","Goteborg",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.125643374555365
"1072","Antoni Kowalski","Goteborg",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.124532469632541
"1073","Erik Svensson","Goteborg",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.123490942050004
"1074","Antoni Kowalski","Goteborg",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.134274523766231
"1075","Sarah Amari","Goteborg",0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.13675089990955
"1076","Awa Zakaria","Goteborg",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.139406982008036
"1077","Sarah Amari","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.143682232876589
"1078","Khalid Zakaria","Goteborg",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.127158183207412
"1079","Malin Svensson","Goteborg",1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.130071372925455
"1080","Ahmed Amari","Goteborg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.133181047455974
"1081","Sarah Amari","Goteborg",1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.136507778914849
"1082","Julia Kowalski","Goteborg",1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.14007511516135
"1083","Erik Svensson","Goteborg",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.143910138034487
"1084","Awa Zakaria","Goteborg",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.124470309026969
"1085","Ahmed Amari","Goteborg",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.128040383557228
"1086","Julia Kowalski","Goteborg",1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.131849717535244
"1087","Awa Zakaria","Goteborg",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.135923196919155
"1088","Malin Svensson","Goteborg",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.112456456048476
"1089","Sarah Amari","Goteborg",0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.116110964884536
"1090","Sarah Amari","Goteborg",1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.103387997408615
"1091","Antoni Kowalski","Goteborg",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.105743301149575
"1092","Awa Zakaria","Goteborg",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.108219929844489
"1093","Khalid Zakaria","Goteborg",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.110827505745438
"1094","Ahmed Amari","Goteborg",1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.113576696252557
"1095","Khalid Zakaria","Goteborg",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0252535446399546
"1096","Sarah Amari","Goteborg",1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.123419432454062
"1097","Ahmed Amari","Goteborg",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0250494931810664
"1098","Awa Zakaria","Goteborg",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.121463802897262
"1099","Ahmed Amari","Goteborg",0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.129072864141194
"1100","Khalid Zakaria","Goteborg",0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0248398797750912
"1101","Malin Svensson","Goteborg",1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.125651201048001
"1102","Khalid Zakaria","Goteborg",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.12578529689761
"1103","Sarah Amari","Goteborg",0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0309690174698724
"1104","Antoni Kowalski","Goteborg",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0317727535618383
"1105","Julia Kowalski","Goteborg",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0326511936798138
"1106","Julia Kowalski","Goteborg",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0336152605949347
"1107","Awa Zakaria","Goteborg",0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0.125914672590884
"1108","Khalid Zakaria","Goteborg",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0346781155936082
"1109","Malin Svensson","Goteborg",1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.1260395730407
"1110","Antoni Kowalski","Goteborg",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.12616022650258
